imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt5946232,Russell Peters: Almost Famous,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5957584,Girl in the Box,Little Sister,Odd Thomas,Fallen,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt3551954,Raiders!: The Story of the Greatest Fan Film Ever Made,A LEGO Brickumentary,Traceroute,Spice World,Being Evel,Hideous Kinky,Lemonade
tt4882174,37,Cleveland Abduction,The Night Stalker,Love's Deadly Triangle: The Texas Cadet Murder,Nina,A United Kingdom,The 33
tt2315582,Una,Black Nativity,Sweet Charity,Jersey Boys,Annie,A Dangerous Method,The Wiz
tt5989054,Stalked by My Doctor: The Return,Stalked by My Doctor,The Condemned 2,The Long Ride Home,The House Across the Street,Fractured,The Summoning
tt4622108,Amber Alert,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5213534,Supersonic,Batkid Begins,The Ties That Bind,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,Keith Richards: Under the Influence
tt5653444,The Swap,The DUFF,The Spectacular Now,Me and Earl and the Dying Girl,Fallen,Allegiant,Paper Towns
tt5176536,Center Stage: On Pointe,Elvis and Me,Elvis,Marvellous,Bessie,The Miki Howard Story,Dater's Handbook
tt6076802,Pumpkin Pie Wars,Valentine Ever After,The Wedding March,Dater's Handbook,A Wish for Christmas,'Tis the Season for Love,Unleashing Mr. Darcy
tt5968910,Love on a Limb,Moonlight in Vermont,Valentine Ever After,The Wedding March,Dater's Handbook,A Wish for Christmas,'Tis the Season for Love
tt4143270,Death Al Dente: A Gourmet Detective Mystery,Gourmet Detective: A Healthy Place to Die,Gourmet Detective,The Front,Jesse Stone: Lost in Paradise,Jesse Stone: Lost in Paradise,"Hailey Dean Mystery: Murder, With Love"
tt5213744,Jessica Darling's It List,The Hot Flashes,Joe's Violin,American Teen,Newtown,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story
tt3600960,Gourmet Detective,Gourmet Detective: A Healthy Place to Die,Death Al Dente: A Gourmet Detective Mystery,"Murder, She Baked: A Chocolate Chip Cookie Mystery","Murder, She Baked: A Plum Pudding Murder Mystery",Flower Shop Mystery: Mum's the Word,"Murder, She Baked: A Deadly Recipe"
tt4041382,Gourmet Detective: A Healthy Place to Die,Death Al Dente: A Gourmet Detective Mystery,Gourmet Detective,The Front,Jesse Stone: Lost in Paradise,Jesse Stone: Lost in Paradise,At Risk
tt4364862,Romantically Speaking,"Yours, Mine & Ours",Rodeo and Juliet,Perfect Match,Elsa & Fred,Angel of Christmas,Departure
tt4392770,Always Shine,Happiness Is in the Field,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr
tt3262022,A Light Beneath Their Feet,The Speed of Thought,Cleveland Abduction,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,Firestarter 2: Rekindled,Childhood's End,Childhood's End,Morgan,Decoys,Quantum Apocalypse
tt1290138,Frank & Lola,Love,The Late Bloomer,When Harry Met Sally...,Eternal Sunshine of the Spotless Mind,Crazy/Beautiful,The Mother
tt6146460,Hamilton's America,The Lost Arcade,Opening Night,MacArthur,Finding Altamira,The Kingdom of Solomon,The Last Man on the Moon
tt3608930,In a Valley of Violence,I Am Wrath,Stiletto,The Antwerp Dolls,Righteous Kill,Point Blank,Urban Justice
tt4222028,Black Mountain Poets,The Matriarch,Buddies,Prevenge,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man
tt4771160,Joe Cinque's Consolation,Love's Deadly Triangle: The Texas Cadet Murder,Black Mass,Cleveland Abduction,The Pardon,Devil's Knot,In Cold Blood
tt4874696,Borrowed Time,A Family Man,How to Train Your Dragon 2,Hoosiers,Boris Without Beatrice,Trespass Against Us,Manoman
tt3686998,The Red Pill,Mavis!,Joe's Violin,One Flew Over the Cuckoo's Nest,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank
tt0376479,American Pastoral,Moms' Night Out,Our Kind of Traitor,The Shaggy Dog,Matchstick Men,The House on Pine Street,Charlie and the Chocolate Factory
tt4933506,Killjoy's Psycho Circus,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt6023444,Joe Rogan: Triggered,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3560148,"Fear, Inc.",Caedes,Reykjavik Whale Watching Massacre,Once Bitten,Hell Baby,Night Of The Living Deb,Night of the Demons 2
tt1725969,Ethel & Ernest,Manoman,Faith of Our Fathers,Band of Brothers,Savior,Deserter,The Sky Above Us
tt4846318,Into the Inferno,The Grand,Queen of the Desert,Salt and Fire,Dante's Peak,The Lost Arcade,Lo and Behold: Reveries of the Connected World
tt3299704,The Babushkas of Chernobyl,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5929776,Before the Flood,An Inconvenient Sequel: Truth to Power,Kobe Bryant's Muse,Warning: This Drug May Kill You,Allen Iverson: The Answer,Racing Extinction,Racing Extinction
tt2923088,The Windmill Massacre,Taken 3,House at the End of the Street,Borrowed Time,Snitch,The Disappointments Room,Good Time
tt6163356,Michael Moore in TrumpLand,Black Nativity,Jersey Boys,A Dangerous Method,The Wiz,London Road,Sweet Charity
tt2597768,Come and Find Me,The Ghost and the Whale,A Job to Kill For,Before and After,Obsessed,Hideaway,The Perfect Guy
tt5254640,Spa Night,Dennis Rodman's Big Bang in PyongYang,71: Into the Fire,The Interview,The Bourne Legacy,Southland Tales,Pirates of the Caribbean: On Stranger Tides
tt3836480,RWD,Project Almanac,Diary of the Dead,Area 51,ARQ,Timecop,They Nest
tt5059406,I Am the Pretty Thing That Lives in the House,Lost Signal,The Charnel House,Besetment,Crazy As Hell,02:13,Visions
tt3289956,The Autopsy of Jane Doe,Fear Itself,Odd Thomas,Louder Than Bombs,Spirit Trap,Dark Skies,Case 39
tt3917318,Alleycats,Out for a Kill,Oxy-Morons,Bullet,Exit Wounds,Rapid Fire,Unstoppable
tt3750942,Whitney,Bessie,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Step Up All In,Yentl,Life in Flight
tt1827509,Satan Lives,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5254868,The Thinning,Fist Fight,17 Again,Mean Girls,Easy A,The Fraternity,High School Musical
tt6016776,Team Thor,Thor: Ragnarok,Thor: The Dark World,Avengers: Age of Ultron,X-Men,X2,Thor
tt3638396,Closet Monster,An Education,The Wackness,All This Panic,Bare,X+Y,Evil Dead II
tt3899516,Those People,The Work and the Glory,The Heart of Me,The Whole Wide World,Anna Karenina,Valmont,The Best of Me
tt3612320,Within,Lost Signal,The Charnel House,Besetment,Crazy As Hell,02:13,Visions
tt2782844,Take Down,Boot Camp,While She Was Out,Redline,Paparazzi,Seeking Justice,Run
tt3078932,Somnus,Replicant,Eyeborgs,ISRA 88,Black Road,Morgan,Transformers: The Last Knight
tt1588878,The Late Bloomer,Bliss,Waiting to Exhale,Call Me by Your Name,Anna Karenina,Naomi and Ely's No Kiss List,The Lady in the Van
tt4431208,Ice Guardians,"Mystery, Alaska",The Mighty Ducks,Bring It On,Team Foxcatcher,The Love Guru,Miracle
tt2989350,Dare to Be Wild,Sex & Drugs & Rock & Roll,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt2898306,Harry & Snowman,"3 ½ Minutes, 10 Bullets",Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4239726,Tanna,We Don't Live Here Anymore,Summer Catch,Anna Karenina,The Blue Lagoon,Just Go with It,The Princess Diaries 2: Royal Engagement
tt3760966,Consumed,The Ghost and the Whale,A Job to Kill For,Before and After,Obsessed,Hideaway,The Perfect Guy
tt5198570,Ice Girls,Sacrifice,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt3951732,Chalk It Up,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4742556,Accidentally Engaged,Merry Kissmas,The Mistletoe Promise,Ms. Matched,Everybody Loves Somebody,Anything for Love,Win a Date with Tad Hamilton!
tt3273434,November Rule,Blue Crush 2,The Scorpion King: Quest for Power,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt5278592,Kate Plays Christine,Most Likely to Succeed,Bully,The Primary Instinct,The Last Man on the Moon,Powaqqatsi,The Keepers
tt4964772,Risk,Snowden’s Great Escape,Guarding Tess,Snowden,A Good American,Mercury Rising,Enemy of the State
tt5278598,Kiki,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr,AWOL
tt5278578,Newtown,Under the Gun,Jessica Darling's It List,Joe's Violin,American Teen,Miss Meadows,Permanent Record
tt4079902,Hooligan Sparrow,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5375040,Cameraperson,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4935480,Miss Sharon Jones!,This Is Everything: Gigi Gorgeous,Havoc,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt3653650,The Dark Stranger,Stoker,Insidious: Chapter 3,Ratter,Fractured,Intruders,Decay
tt4035898,The Evil in Us,The Silence of the Lambs,Bone Tomahawk,Drifter,Gravy,Hansel and Gretel Get Baked,Wrong Turn 2: Dead End
tt3697398,The Possession Experiment,Blood Night: The Legend of Mary Hatchet,Lost Signal,The Charnel House,Besetment,Crazy As Hell,02:13
tt2262518,Spaceman,The Matriarch,Fever Pitch,Buddies,Mr. 3000,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Undrafted
tt4382824,Army of One,The Dictator,The Runner,Racing with the Moon,Vengeance: A Love Story,Inconceivable,Seeking Justice
tt3485800,The Congressman,That Gal...Who Was in That Thing: That Guy 2,The Deep End of the Ocean,Dead Heat,Hair,The Fraternity,Deep Rising
tt5952266,The Ivory Game,Roar,Zulu,Blue Crush 2,Bananas,The Wild,The Sheltering Sky
tt4262174,First Girl I Loved,What If,Mean Girls,Coconut Hero,Miss You Already,The Edge of Seventeen,Onegin
tt4380580,Just the Way You Are,Love on the Air,A Christmas Detour,Valentine Ever After,The Wedding March,Dater's Handbook,The Irresistible Blueberry Farm
tt3014078,Shangri-La Suite,Forever,Honeytrap,White Mischief,Dreaming of Joseph Lees,London Spy,The Work and the Glory
tt6151810,Scrat: Spaced Out,Cosmic Scrat-tastrophe,World of Tomorrow,Robots,Delgo,Meet the Applegates,Set the Thames on Fire
tt4054654,Dog Eat Dog,Blue Streak,Red Heat,Veronica Guerin,The Departed,RoboCop 2,Along Came a Spider
tt5001772,Justin Timberlake + The Tennessee Kids,The Ties That Bind,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,Stop Making Sense,The Beatles: Eight Days a Week - The Touring Years
tt4660248,Invisible,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4941804,Riley's First Date?,The Croods,Despicable Me,Despicable Me 2,Meet Me in Venice,The Shaggy Dog,House at the End of the Street
tt3856504,A Fool,Buddies,The Matriarch,Last Holiday,Hunt for the Wilderpeople,Dear Eleanor,Camilla
tt3163336,Uncle Nick,That Gal...Who Was in That Thing: That Guy 2,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4549224,The Standoff,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4906686,All Hallow's Eve,Accidentally Engaged,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt3449658,All She Wishes,Zoom,Chitty Chitty Bang Bang,Max Keeble's Big Move,Rufus 2,"Yours, Mine & Ours",Love the Coopers
tt3217994,The Submarine Kid,My All American,My All American,Remember Me,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt5024894,Race to Win,This Christmas,A Sunday Horse,Bee Season,The 12 Dogs of Christmas,Anne Of Green Gables: The Continuing Story,Dolly Parton's Christmas of Many Colors: Circle of Love
tt3683072,My Life as a Dead Girl,The Alchemist's Letter,The Alchemist's Letter,The Stone Council,Falsely Accused,Awake,Cleaner
tt5676118,A Wish for Christmas,Dater's Handbook,Tulips in Spring,Moonlight in Vermont,Marvellous,Love Finds You in Valentine,A Christmas Detour
tt2170427,Good Kids,The Last Picture Show,Detour,American Pie,Boys and Girls,Porky's 3: Revenge,Barry
tt5922484,Summer Villa,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2,The Ugly Truth
tt3184666,My Feral Heart,Joe's Violin,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr,Southern Rites
tt4439102,Officer Downe,Ender's Game,Divergent,The Dark Tower,iBoy,Maximum Ride,Iron Sky
tt5728684,Sour Grapes,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4924618,Il Solengo,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt6039284,Food Choices,What the Health,Little Shop of Horrors,Heaven is for Real,A Dangerous Method,The Lady in the Van,New in Town
tt3780514,We're Still Here: Johnny Cash's Bitter Tears Revisited,Traded,Payback,A Star Is Born,Heaven's Gate,Pat Garrett & Billy the Kid,Blade II
tt5547496,Ricardo O'Farrill: Abrazo Genial,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5222646,The Blackout Experiments,Fear Itself,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,The Nightmare,Most Likely to Succeed,Batkid Begins,The Ties That Bind
tt5254612,Underfire: The Untold Story of Pfc. Tony Vaccaro,The Last Man on the Moon,Most Likely to Succeed,The Lost Arcade,Che: Part One,The Round Up,Beneath Hill 60
tt5612702,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Batman: Gotham Knight,Batman Unlimited: Monster Mayhem,Batman vs. Robin,All Star Superman,Batman: Mask of the Phantasm
tt3917118,Hector,Sunset Song,Tommy's Honour,Session 9,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt4154004,The Unbidden,Dreamkiller,02:13,The Unborn,Psych:9,Needle,Private Number
tt4587366,Eliminators,Lady Bloodfight,Wendy Wu: Homecoming Warrior,Momentum,The Man with the Golden Gun,Kickboxer: Vengeance,Ninja
tt2324928,Alienate,Dreamcatcher,Virus X,They Nest,Asylum,Survival of the Dead,Scarecrow
tt1183374,Pet,Fender Bender,Night of the Wild,Man's Best Friend,10 to Midnight,In a Valley of Violence,The Girl in the Photographs
tt5474522,Old Stone,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4109268,Asperger's Are Us,Blue Jay,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4156972,Opening Night,In the Good Old Summertime,Bo Burnham: Make Happy,Sister Act 2: Back in the Habit,The Producers,Help!,Bathing Beauty
tt5525310,National Bird,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt2726552,A Kind of Murder,A Walk Among the Tombstones,Before I Fall,Wolfen,Dark Water,GoodFellas,Me and Orson Welles
tt5106400,Shared Rooms,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3476464,"End of Days, Inc.",The Walking Deceased,Tig Notaro: Boyish Girl Interrupted,Return of the Living Dead 3,Tank Girl,Turbo Kid,Meet the Applegates
tt1309379,Sam,You Cast A Spell On Me,All She Wishes,The Mermaid,Mr. Destiny,The Invention of Lying,Splash
tt2259122,Love Is All You Need?,Joe's Violin,AWOL,Ithaca,Our Kind of Traitor,Kiki,Black Nativity
tt6209400,Michael Che Matters,Brother Nature,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4267026,Hell House LLC,The Remains,Demonic,What Lies Beneath,Spirit Trap,Poltergeist,Abattoir
tt4633662,The Charnel House,Lost Signal,Crazy As Hell,Besetment,02:13,Visions,Autopsy
tt6197028,The Coming War on China,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3675204,Len and Company,The Matriarch,Daltry Calhoun,Ten Thousand Saints,Buddies,One More Time,Bo Burnham: Make Happy
tt6151826,Norman Television,The Secret Life of Pets,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt5749696,Serena,Lemonade,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt5167174,Rainbow Time,Steal Big Steal Little,Straight A's,My Blind Brother,Leaves of Grass,What's Eating Gilbert Grape,While You Were Sleeping
tt3517044,The Free World,Anna Karenina,The Work and the Glory,The Heart of Me,We Don't Live Here Anymore,The Seven Year Itch,Enough
tt4381236,The Greasy Strangler,Blood Moon,They're Watching,Crush the Skull,Motel Hell,Leprechaun 2,He Never Died
tt4715356,Money,Kill Kane,Kill Kane,Urban Justice,The Killer Inside Me,Precious Cargo,Suspect Zero
tt1871279,Glory Daze: The Life and Times of Michael Alig,Wolfen,Turk 182!,Wolves,Home Alone 2: Lost in New York,Norm of the North,Norm of the North
tt5807512,Inner Workings,Mower Minions,In a Heartbeat,Piper,Happy End,Joe's Violin,Florida Man
tt6047906,Marathon: The Patriots Day Bombing,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4916682,Mourning Son,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt6149120,Shadows of the Dead,Lake Placid vs. Anaconda,Poltergeist II: The Other Side,Cloverfield,Odd Thomas,Poltergeist III,The Monster Squad
tt3993350,The Hurt Business,Open Range,The Postman,Dances with Wolves,Draft Day,Fastball,Criminal
tt4799426,Pentatonix: On My Way Home,The Ecstasy of Wilko Johnson,The Ritchie Blackmore Story,Pentatonix: On My Way Home,The Beatles: Eight Days a Week - The Touring Years,Kansas: Miracles Out Of Nowhere,Kansas: Miracles Out Of Nowhere
tt5076032,October Kiss,Bad Hurt,Love on a Limb,Summer Love,"Signed, Sealed, Delivered: From the Heart",Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End
tt5079382,Froning: The Fittest Man In History,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),Fittest On Earth: A Decade Of Fitness,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt5814512,Big Jay Oakerson: Live at Webster Hall,Steve Rannazzisi: Breaking Dad,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt4729990,Slash,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5861260,Reggie Watts: Spatial,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt5710042,Mercy,The Atticus Institute,Always Shine,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns
tt4269746,The Matchbreaker,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2,The Ugly Truth
tt4560008,This Beautiful Fantastic,The Secret Life of Walter Mitty,That Awkward Moment,Winter's Tale,The Matriarch,Hitch,You've Got Mail
tt5664684,Hairspray Live!,Industrial Soundtrack for the Urban Decay,Bo Burnham: Make Happy,Hairspray,Footloose,Jeff Dunham: Unhinged in Hollywood,The Blues Brothers
tt4190906,Thank You for Playing,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4647900,I Am Bolt,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt3960808,Matt Braunger: Big Dumb Animal,Godfrey: Regular Black,Mo Mandel: Negative Reinforcement,Andy Peters: Exclamation Mark Question Point,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron
tt5804038,I Am Not Your Negro,Selma,Fences,Crash,Most Likely to Succeed,Batkid Begins,The Ties That Bind
tt4246856,Wildflower,The Ghost and the Whale,A Job to Kill For,Before and After,Obsessed,Hideaway,The Perfect Guy
tt3878146,Nobody Walks in L.A.,The Matriarch,Love's Complicated,Solitary Man,Double Wedding,Sex and the City 2,Life or Something Like It
tt3912214,"Kiss Me, Kill Me",Dreamkiller,The Underneath,Awake,Cleaner,Zero Effect,The Spanish Prisoner
tt4797436,Jack Goes Home,Stoker,Insidious: Chapter 3,Ratter,Fractured,Intruders,Decay
tt3339354,A Year and Change,The Matriarch,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Solitary Man,The Best Man,She Hate Me
tt3394972,Miss India America,Little Miss Sunshine,Miss Congeniality,Forgetting Sarah Marshall,The Women,Shallow Hal,Death Becomes Her
tt3553378,Sugar Mountain,The Ghost and the Whale,The Crush,A Job to Kill For,Before and After,Obsessed,Hideaway
tt3743384,Well Wishes,Buddies,The Matriarch,A Fool,Last Holiday,Hunt for the Wilderpeople,Dear Eleanor
tt5247042,Darkweb,Out for a Kill,Oxy-Morons,Unstoppable,Shadow Conspiracy,Most Wanted,The Patriot
tt3026488,Alone in Berlin,USS Indianapolis: Men of Courage,Sophie and the Rising Sun,Their Finest,The Guns of Navarone,The Great Raid,Mrs. Miniver
tt6114234,Kyle Kinane: Loose in Chicago,Deon Cole: Cole-Blooded Seminar,Kyle Kinane: Loose in Chicago,"Dana Carvey: Straight White Male, 60",Chris Hardwick: Funcomfortable,Paul F. Tompkins: Crying and Driving,Vir Das: Abroad Understanding
tt3844876,The Legend of Ben Hall,September Dawn,The Kingdom of Solomon,The Last Man on the Moon,Blackout,Waterloo,Demetrius and the Gladiators
tt4687358,Beyond the Gates,Rings,Prince of Persia: The Sands of Time,Halo 4: Forward Unto Dawn,BloodRayne,Super Mario Bros.,Doom
tt4839476,The Interior,The World Is Not Enough,Never Say Never Again,Barry Lyndon,The Iron Lady,The Forest,The Forest
tt4085238,The House on Pine Street,Terms of Endearment,Moms' Night Out,The Mother,House at the End of the Street,Mother and Child,Little Children
tt5445074,Pass-Thru,Stealth,Hellraiser: Bloodline,Vice,Teleios,"I, Robot",Terminator 3: Rise of the Machines
tt5226436,The Fourth Phase,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4048168,Coming Through The Rye,All We Had,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled
tt5304980,A Grand Night In: The Story of Aardman,Hell & Back,Hell & Back,Disaster!,Manoman,"Life, Animated",Last Day of Freedom
tt5902138,Christmas List,Dater's Handbook,How to Fall in Love,A Christmas Detour,Crown for Christmas,Merry Kissmas,Steve Rannazzisi: Breaking Dad
tt4693860,Rodeo and Juliet,"Yours, Mine & Ours",Romantically Speaking,Elsa & Fred,Departure,Love the Coopers,National Lampoon's Vacation
tt3109072,The Caretaker,Lost Signal,The Charnel House,Besetment,Crazy As Hell,02:13,Visions
tt5979690,The Crooked Man,Black Christmas,Secrets of a Psychopath,Girl in Woods,Under Suspicion,Let's Kill Ward's Wife,Zodiac
tt5477566,Barry,Wolves,Turk 182!,Home Alone 2: Lost in New York,Norm of the North,Norm of the North,Better Off Single
tt4007248,Hurricane Bianca,Drag Becomes Him,The Birdcage,In & Out,Connie and Carla,The Pass,Philadelphia
tt4177972,Room Full of Spoons,Ed Wood,It Came from Hollywood,Bowfinger,Son of Rambow,VHS Massacre: Cult Films and the Decline of Physical Media,The Artist
tt2950418,Greater,Rudy,I Believe in Miracles,My All American,My All American,Any Given Sunday,The Express
tt3977730,The Schoolboy,As You Are,The Ghost and the Whale,The Livingston Gardener,The Enfield Haunting,Irrational Man,An Act of War
tt6017594,The Darkest Dawn,Joshua: Teenager vs. Superpower,The Outcasts,Georgia Rule,Porky's 3: Revenge,Just Jim,Freddy vs. Jason
tt4630158,A Space Program,Most Likely to Succeed,The Great Alone,SpaceCamp,Bully,The Primary Instinct,The Last Man on the Moon
tt4876302,Collective: Unconscious,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Avengers: Age of Ultron,Superman Returns,Tangled,John Carter
tt4690134,A Christmas Eve Miracle,Love the Coopers,"Yours, Mine & Ours",All She Wishes,This Christmas,Christmas with the Kranks,A Nanny for Christmas
tt5050200,Beyond Valkyrie: Dawn of the Fourth Reich,The Monuments Men,War Pigs,Fury,The Pacific,USS Indianapolis: Men of Courage,Chosen
tt4093410,Packed In A Trunk: The Lost Art of Edith Lake Wilkinson,Peggy Guggenheim: Art Addict,Peggy Guggenheim: Art Addict,Kiki,Almost Adults,Love the Coopers,The Kids Are All Right
tt5628044,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,Clue,The Division: Agent Origins,The Mighty Ducks,Halo 4: Forward Unto Dawn,Pirates of the Caribbean: Dead Man's Chest,Yu-Gi-Oh! The Movie
tt5873098,Mower Minions,Inner Workings,In a Heartbeat,Piper,Binky Nelson Unpacified,Happy End,Joe's Violin
tt6371750,Sobriety,Sin City,Tectonic Plate,Creative Control,The Giver,License to Drive,Dead Man
tt5666304,The Little Hours,The Hexer,Tristan & Isolde,Snow White: A Tale of Terror,Robin Hood,No Stranger Than Love,Season of the Witch
